source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2012_1_01674	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8414	A	H	U	W	217-8414	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01675	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8415	A	H	U	W	217-8415	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/41/2011(HxNx)"										
2012_1_01676	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8416	A	H	U	W	217-8416	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01677	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8417	A	H	U	W	217-8417	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01678	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8418	A	H	U	W	217-8418	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01679	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8421	A	H	U	W	217-8421	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01680	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8422	A	H	U	W	217-8422	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01681	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8423	A	H	U	W	217-8423	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01682	CIP047	1-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8424	A	H	U	W	217-8424	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01683	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8426	A	H	U	W	217-8426	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01684	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8427	A	H	U	W	217-8427	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01685	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8428	A	H	U	W	217-8428	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01686	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8429	A	H	U	W	217-8429	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01687	CIP047	7-11-2010	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Fulica atra	Common Coot	217-8430	K	H	U	W	217-8430	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Common Coot/Republic of Georgia-EMC/2/2010(HxNx)"										
2012_1_01688	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8431	A	H	U	W	217-8431	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01689	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8432	A	H	U	W	217-8432	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01690	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8433	A	H	U	W	217-8433	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01691	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8434	A	H	U	W	217-8434	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01692	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8435	A	H	U	W	217-8435	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01693	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8436	A	H	U	W	217-8436	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/42/2011(HxNx)"										
2012_1_01694	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8437	A	H	U	W	217-8437	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01695	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8440	A	H	U	W	217-8440	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01696	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8441	A	H	U	W	217-8441	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/43/2011(HxNx)"										
2012_1_01697	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8442	A	H	U	W	217-8442	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01698	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8443	A	H	U	W	217-8443	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01699	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8445	A	H	U	W	217-8445	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01700	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8447	A	H	U	W	217-8447	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01701	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8449	A	H	U	W	217-8449	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01702	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8452	A	H	U	W	217-8452	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01703	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8455	A	H	U	W	217-8455	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01704	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8456	A	H	U	W	217-8456	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01705	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8458	A	H	U	W	217-8458	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/44/2011(HxNx)"										
2012_1_01706	CIP047	19-4-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-8462	A	H	U	W	217-8462	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01707	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8981	A	H	U	W	217-8981	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01708	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8982	A	H	U	W	217-8982	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01709	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8983	A	H	U	W	217-8983	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01710	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8984	A	H	U	W	217-8984	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01711	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8985	A	H	U	W	217-8985	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01712	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8986	A	H	U	W	217-8986	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01713	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8987	A	H	U	W	217-8987	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01714	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8988	A	H	U	W	217-8988	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01715	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8989	A	H	U	W	217-8989	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Mediterranean Gull/Republic of Georgia-EMC/1/2011(HxNx)"										
2012_1_01716	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8990	A	H	U	W	217-8990	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01717	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8991	A	H	U	W	217-8991	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01718	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8992	A	H	U	W	217-8992	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01719	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8993	A	H	U	W	217-8993	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01720	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8994	A	H	U	W	217-8994	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01721	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8995	A	H	U	W	217-8995	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01722	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8996	A	H	U	W	217-8996	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01723	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8997	A	H	U	W	217-8997	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01724	CIP047	2-5-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus Melanocephalus	Mediterranean Gull	217-8998	A	H	U	W	217-8998	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01725	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10214	A	H	U	W	217-10214	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01726	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10215	A	H	U	W	217-10215	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01727	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10216	A	H	U	W	217-10216	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01728	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10217	A	H	U	W	217-10217	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01729	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10218	A	H	U	W	217-10218	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01730	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10220	A	H	U	W	217-10220	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01731	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10221	A	H	U	W	217-10221	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM	"A/Black-headed Gull/Republic of Georgia-EMC/47/2011(HxNx)"										
2012_1_01732	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10222	A	H	U	W	217-10222	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01733	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10223	A	H	U	W	217-10223	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01734	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10224	A	H	U	W	217-10224	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"P, N, N"	NA	NA	U	U		VTM											
2012_1_01735	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10225	A	H	U	W	217-10225	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01736	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10226	A	H	U	W	217-10226	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01737	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10832	A	H	U	W	217-10832	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01738	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10833	A	H	U	W	217-10833	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01739	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10834	A	H	U	W	217-10834	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01740	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10835	A	H	U	W	217-10835	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01741	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10836	A	H	U	W	217-10836	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01742	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10837	A	H	U	W	217-10837	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01743	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10838	A	H	U	W	217-10838	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01744	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10839	A	H	U	W	217-10839	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01745	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10840	A	H	U	W	217-10840	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01746	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10841	A	H	U	W	217-10841	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01747	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10842	A	H	U	W	217-10842	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01748	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10843	A	H	U	W	217-10843	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01749	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10844	A	H	U	W	217-10844	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01750	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10845	A	H	U	W	217-10845	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01751	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10846	A	H	U	W	217-10846	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01752	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10847	A	H	U	W	217-10847	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01753	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10848	A	H	U	W	217-10848	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01754	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-10849	A	H	U	W	217-10849	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01755	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10208	A	H	U	W	217-10208	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01756	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10209	A	H	U	W	217-10209	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01757	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10210	A	H	U	W	217-10210	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01758	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10211	A	H	U	W	217-10211	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01759	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10212	A	H	U	W	217-10212	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01760	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus michahellis	Yellow-legged Gull	217-10213	A	H	U	W	217-10213	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
2012_1_01761	CIP047	14-11-2011	30-11-2011	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Anser albifrons	White-fronted Goose	217-10850	A	H	H	W	217-10850	TS	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"N, N, N"	NA	NA	U	U		VTM											
